lemma,lila_id,synset_id,sem_type,definition_pt,lexemes_pt,argumentSet
accido,lilaLemma:87112,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00342443-v"" target=""_blank"">00342443-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;ocorrem em um determinado momento ou lugar</small><br>,<small><small>lexemas:</small></small>&ensp;cair<br>,"<small><small>valências:&ensp;[ACT,ADDR] ou [ACT] ou [ACT,TWHEN]</small></small><br>"
accido,lilaLemma:87112,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00342164-v"" target=""_blank"">00342164-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;chegar como se estivesse caindo</small><br>,"<small><small>lexemas:</small></small>&ensp;cair, descer<br>","<small><small>valências:&ensp;[ACT,DIR3] ou [ACT] ou [ACT,DIR1,DIR3]</small></small><br>"
accedo,lilaLemma:87084,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00157950-v"" target=""_blank"">00157950-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;crescer ou intensificar</small><br>,<small><small>lexemas:</small></small>&ensp;aumentar<br>,"<small><small>valências:&ensp;[ACT] ou [ACT,PAT]</small></small><br>"
accedo,lilaLemma:87084,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00184511-v"" target=""_blank"">00184511-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;Adicionar a algo existente</small><br>,<small><small>lexemas:</small></small>&ensp;adicionar<br>,"<small><small>valências:&ensp;[ACT] ou [ACT,LOC,PAT]</small></small><br>"
accedo,lilaLemma:87084,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00230746-v"" target=""_blank"">00230746-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>definição:</small>&ensp;ficar maior, mais largo; expandir ou ganhar</small><br>","<small><small>lexemas:</small></small>&ensp;aumentar, crescer<br>","<small><small>valências:&ensp;[ACT] ou [ACT,PAT] ou [ACT,DIR3] ou [ACT,MANN] ou [ACT,EFF]</small></small><br>"
addo,lilaLemma:87401,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00183757-v"" target=""_blank"">00183757-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;fazer uma adição</small><br>,"<small><small>lexemas:</small></small>&ensp;acrescentar, somar<br>","<small><small>valências:&ensp;[ACT,LOC,PAT] ou [ACT,PAT] ou [ACT,ADDR,PAT]</small></small><br>"
addo,lilaLemma:87401,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00184511-v"" target=""_blank"">00184511-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;Adicionar a algo existente</small><br>,<small><small>lexemas:</small></small>&ensp;adicionar<br>,"<small><small>valências:&ensp;[ACT] ou [ACT,LOC,PAT]</small></small><br>"
addo,lilaLemma:87401,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00182406-v"" target=""_blank"">00182406-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>definição:</small>&ensp;fazer uma adição a; juntar, combinar ou se unir com os outros; aumentar a qualidade, tamanho, quantidade ou extensão de alguma coisa</small><br>","<small><small>lexemas:</small></small>&ensp;acrescentar, acrescer, adicionar, somar, aditar, adjungir, agregar, anexar, jungir<br>","<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,EFF,PAT] ou [ACT,PAT,ADDR] ou [ACT,DIFF,EFF,PAT] ou [ACT,PAT,LOC] ou [ACT,BEN]</small></small><br>"
addo,lilaLemma:87401,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00229605-v"" target=""_blank"">00229605-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;aumento</small><br>,<small><small>lexemas:</small></small>&ensp;aumentar<br>,"<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,PAT] ou [ACT,DIFF,EFF,PAT]</small></small><br>"
addo,lilaLemma:87401,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00193486-v"" target=""_blank"">00193486-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;colocar junto ou adicionar</small><br>,"<small><small>lexemas:</small></small>&ensp;combinar, reunir, unir, compor<br>","<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,PAT] ou [ACMP,ACT,PAT] ou [ACT,PAT,ACMP]</small></small><br>"
addo,lilaLemma:87401,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00434077-v"" target=""_blank"">00434077-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>definição:</small>&ensp;aumentar de tamanho, volume ou significância</small><br>","<small><small>lexemas:</small></small>&ensp;amplificar, aumentar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,EXT,PAT]</small></small><br>"
addo,lilaLemma:87401,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00187526-v"" target=""_blank"">00187526-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;apresentar</small><br>,"<small><small>lexemas:</small></small>&ensp;confinar, inserir, introduzir<br>","<small><small>valências:&ensp;[ACT,PAT,LOC] ou [ACT,LOC,PAT] ou [ACT,PAT] ou [ACT,DIR3,PAT] ou [ACT,PAT,DIR3]</small></small><br>"
addo,lilaLemma:87401,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00183879-v"" target=""_blank"">00183879-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>definição:</small>&ensp;adicionar como parte de algo mais; encaixar como parte de um conjunto, grupo ou categoria</small><br>",<small><small>lexemas:</small></small>&ensp;incluir<br>,"<small><small>valências:&ensp;[ACT,LOC,PAT] ou [ACT,DIR3,PAT] ou [ACT,PAT] ou [ACT,PAT,ACMP] ou [ACT,PAT,LOC]</small></small><br>"
addo,lilaLemma:87401,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00184117-v"" target=""_blank"">00184117-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;adicionar como um elemento adicional ou como parte do todo</small><br>,<small><small>lexemas:</small></small>&ensp;misturar<br>,"<small><small>valências:&ensp;[ACT,LOC,PAT] ou [ACT,PAT] ou [ACT,DIR3,PAT]</small></small><br>"
addo,lilaLemma:87401,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00153263-v"" target=""_blank"">00153263-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;fazer maior ou com mais</small><br>,"<small><small>lexemas:</small></small>&ensp;ampliar, aumentar, progredir, acrecentar, acrescentar, incrementar<br>","<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,ORIG,PAT] ou [ACT,PAT] ou [ACT,DIFF,PAT] ou [ACT,EFF,PAT]</small></small><br>"
adduco,lilaLemma:87410,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00420132-v"" target=""_blank"">00420132-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;tornar apertado ou estreito</small><br>,"<small><small>lexemas:</small></small>&ensp;apertar, estreitar, ajustar, esticar, puxar<br>","<small><small>valências:&ensp;[ACT,PAT] ou [ACT,ADDR,PAT]</small></small><br>"
adduco,lilaLemma:87410,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00564857-v"" target=""_blank"">00564857-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;tornar-se enrugada ou amassado ou dobrado</small><br>,<small><small>lexemas:</small></small>&ensp;amassar<br>,"<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
adduco,lilaLemma:87410,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00571596-v"" target=""_blank"">00571596-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;tirar de algum lugar</small><br>,"<small><small>lexemas:</small></small>&ensp;sacar, tirar<br>","<small><small>valências:&ensp;[ACT,PAT,ORIG] ou [ACT,DIR3,PAT]</small></small><br>"
adduco,lilaLemma:87410,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00556593-v"" target=""_blank"">00556593-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;trazer ou levar alguém a uma determinada ação ou condição</small><br>,<small><small>lexemas:</small></small>&ensp;conduzir<br>,"<small><small>valências:&ensp;[ACT,EFF,PAT] ou [ACT,PAT]</small></small><br>"
affero,lilaLemma:88001,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00137313-v"" target=""_blank"">00137313-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;ter um efeito sobre</small><br>,"<small><small>lexemas:</small></small>&ensp;afetar, impactar, comover, tocar<br>","<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,PAT]</small></small><br>"
afficio,lilaLemma:88003,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00137313-v"" target=""_blank"">00137313-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;ter um efeito sobre</small><br>,"<small><small>lexemas:</small></small>&ensp;afetar, impactar, comover, tocar<br>","<small><small>valências:&ensp;[ACT,ADDR,PAT] ou [ACT,PAT]</small></small><br>"
afficio,lilaLemma:88003,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00224901-v"" target=""_blank"">00224901-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;diminuir a força de alguem</small><br>,"<small><small>lexemas:</small></small>&ensp;enfraquecer, debilitar<br>","<small><small>valências:&ensp;[ACT,PAT]</small></small><br>"
appareo,lilaLemma:89567,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00425071-v"" target=""_blank"">00425071-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>definição:</small>&ensp;vindo a ser ou existência, ou aparecer em cena</small><br>","<small><small>lexemas:</small></small>&ensp;aparecer, parecer<br>","<small><small>valências:&ensp;[ACT] ou [ACT,DIR1]</small></small><br>"
appareo,lilaLemma:89567,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00423702-v"" target=""_blank"">00423702-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;aparecer ou se tornar visível; fazer uma exibição</small><br>,"<small><small>lexemas:</small></small>&ensp;aparecer, mostrar-se, sair, surgir<br>","<small><small>valências:&ensp;[ACT] ou [ACT,PAT] ou [ACT,ORIG] ou [ACT,DIR3]</small></small><br>"
appareo,lilaLemma:89567,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00422090-v"" target=""_blank"">00422090-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;tornar visível</small><br>,"<small><small>lexemas:</small></small>&ensp;aparecer, surgir, assomar, comparecer, desenhar, mostrar-se, parecer, sur-gir, vir<br>","<small><small>valências:&ensp;[ACT] ou [ACT,DIR1] ou [ACT,DIR3]</small></small><br>"
ascendo,lilaLemma:90185,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00155547-v"" target=""_blank"">00155547-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;subir no rank ou status</small><br>,<small><small>lexemas:</small></small>&ensp;subir<br>,"<small><small>valências:&ensp;[ACT,DIR3] ou [ACT] ou [ACT,PAT]</small></small><br>"
ascendo,lilaLemma:90185,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00433232-v"" target=""_blank"">00433232-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;ir para cima ou para avançar</small><br>,"<small><small>lexemas:</small></small>&ensp;crescer, subir<br>","<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,PAT] ou [ACT]</small></small><br>"
ascendo,lilaLemma:90185,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00155143-v"" target=""_blank"">00155143-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;aumentar em valor ou ir para um ponto mais elevado</small><br>,"<small><small>lexemas:</small></small>&ensp;aumentar, subir<br>","<small><small>valências:&ensp;[ACT,DIR3] ou [ACT,PAT] ou [ACT,LOC] ou [ACT,MANN]</small></small><br>"
ascendo,lilaLemma:90185,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00497061-v"" target=""_blank"">00497061-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;aumento ou aumento</small><br>,"<small><small>lexemas:</small></small>&ensp;aumentar, ascender, fomentar, promover<br>",<small><small>valências:&ensp;[ACT]</small></small><br>
ascendo,lilaLemma:90185,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00156601-v"" target=""_blank"">00156601-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;se tornar maior ou maior em valor</small><br>,"<small><small>lexemas:</small></small>&ensp;acrescentar, acrescer, aumentar, crescer, incrementar, intensificar<br>","<small><small>valências:&ensp;[ACT] ou [ACT,PAT] ou [ACT,MANN] ou [ACT,ORIG] ou [ACT,EFF]</small></small><br>"
aduenio,lilaLemma:87654,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00339934-v"" target=""_blank"">00339934-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;chegar a acorrer</small><br>,"<small><small>lexemas:</small></small>&ensp;acontecer, ocorrer, passar, suceder, acorrer, acudir, advir, afluir, assomar, concorrer, correr, dar, dar-se, decorrer, desenrolar-se, efetuar-se, emergir, haver, operar, passar-se, processar-se, realizar, realizar-se, remediar, resultar, rolar, ser, sobrevir, verificar, verificar-se, vistoriar<br>","<small><small>valências:&ensp;[ACT,ADDR] ou [ACT,TOWH] ou [ACT,PAT] ou [ACT] ou [ACT,PAT,DIR1,DIR3]</small></small><br>"
aduenio,lilaLemma:87654,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00341917-v"" target=""_blank"">00341917-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>definição:</small>&ensp;vir a passar; chegar, como na altura devida</small><br>","<small><small>lexemas:</small></small>&ensp;acontecer, vir, chegar<br>","<small><small>valências:&ensp;[ACT,TOWH] ou [ACT] ou [ACT,DIR1,DIR3]</small></small><br>"
exeo,lilaLemma:101980,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00548266-v"" target=""_blank"">00548266-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,<small><small>definição:</small>&ensp;Breakout</small><br>,<small><small>lexemas:</small></small>&ensp;sair<br>,"<small><small>valências:&ensp;[ACT,PAT] ou [ACT,ORIG]</small></small><br>"
exeo,lilaLemma:101980,"<small><small>synset_id:&ensp;<a href=""https://www.openwordnet-pt.org/synset?id=00358431-v"" target=""_blank"">00358431-v</a></small></small><br>",<small><small>categoria:&ensp;mudança</small></small><br>,"<small><small>definição:</small>&ensp;passar da vida física, perder todos os atributos corporais e funções necessárias para sustentar a vida</small><br>","<small><small>lexemas:</small></small>&ensp;bater as botas, comer capim pela raiz, expirar, falecer, morrer, perecer, acabar, apagar, assoprar, caducar, cair, dar_a_vida, decair, desaparecer, descansar, desfalecer, despedir, embarcar, enfraquecer, esbater-se, escassear, esmorecer, espichar, esvair-se, exalar, extinguir, faltar, fanar, fenecer, ficar, finar-se, findar, matar, murchar, perder-se, precisar, soprar, sucumbir, terminar, tombar<br>","<small><small>valências:&ensp;[ACT] ou [ACT,DIR1]</small></small><br>"
